smiles,Egc,Egb,Eib,Ei,Eea,nc,ne,TSb,TSy,YM,permCH4,permCO2,permH2,permO2,permN2,permHe,Eat,LOI,Xc,Xe,Cp,Td,Tg,Tm
[*]C(=O)N1C(=O)c2ccc(-c3ccc(-c4ccc5ccccc5c4-c4c(C)cc(-c5cc([*])[nH]n5)cc4C)cc3)cc2C1=O,3.310487,3.0449986,3.215505,5.94708,2.4136312,1.8690838,1.5857737,90.02184,77.11917,2136.7007,0.38404894,8.692543,24.715107,1.9233375,0.4862752,24.087303,-6.106273,31.919127,39.953243,35.289165,1.2105715,762.62787,526.4445,595.2094
[*]c1ccc(N=Cc2ccc(Nc3cc(C)c(Nc4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4)c(C)c3)cc2)cc1,3.3827965,3.104505,3.4123952,5.668196,2.1868572,1.9054388,1.6061584,92.8482,77.01017,2047.9481,0.8722501,14.436838,33.197365,4.139024,0.8532653,27.334898,-6.112969,29.819244,34.112026,34.169735,1.2418354,748.2852,553.6016,642.73975
[*]CCCc1ccc2c(c1)C(=O)N(c1ccc(C)c(-c3ccc(C)c(N4C(=O)c5ccc(SCC[*])cc5C4=O)c3)c1)C2=O,3.245919,2.8948758,3.364941,5.6074314,2.1812444,1.9293834,1.6348853,99.718445,64.58535,2104.6108,0.3354323,7.6110754,19.47779,2.0315783,0.40476465,17.701054,-6.0159636,29.48792,40.922127,36.412197,1.2534488,788.56976,522.75024,628.86017
[*]c1ccc(C=Nc2ccc(-c3nc4ccccc4n3-c3ccc(N=Cc4ccc(Oc5ccc(-c6ccc(C=Nc7ccc(-c8ccc([*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,3.364675,3.0852008,3.413637,5.586981,2.1214101,2.0141065,1.6578555,64.77716,61.554005,2051.237,0.5731461,8.065747,18.884737,2.172752,0.5212709,17.13662,-6.127234,28.83807,34.091312,32.90625,1.2194045,733.1386,493.62134,593.6524
[*]C1(c2ccc(-c3ccc([Si](C)(C)c4ccc(-c5ccc(S(=O)(=O)Oc6ccc(CCC7(c8ccc(C9([*])OC(=O)c%10ccccc%109)cc8)CC8CCC7C8)cc6)cc5)cc4)cc3)cc2)OC(=O)c2ccccc21,3.5594575,3.2684712,3.4422963,5.777578,2.0826645,1.9571484,1.641747,82.9647,77.25794,2245.1062,1.0309069,19.145287,36.155975,4.9871235,0.98090136,33.78807,-6.075168,30.54245,39.72201,36.99256,1.2740518,713.2745,534.0169,626.00305
[*]C1CCN(c2ccc3c(c2)C(=O)N(c2cccc4c2C(=O)c2cccc(Oc5cccc6c5C(=O)c5cccc(N7CCC([*])CC7)c5C6=O)c2C4=O)C3=O)CC1,3.2358904,2.9124358,3.2609339,5.848367,2.4303708,1.9457324,1.6321548,77.4205,70.87678,1761.8065,0.50411916,8.302153,22.047348,2.1768565,0.77939177,22.389725,-6.103469,28.254906,33.060764,32.895943,1.2121453,723.3819,507.67743,579.1893
[*]Oc1cnc2cc(C3CCC(c4ccc(-c5ccc(S(=O)(=O)c6ccc(-c7cnc8cc(-c9ccc%10nc([*])cnc%10c9)ccc8n7)cc6)cc5)cc4)C(C)C3)ccc2n1,3.4431553,3.103099,3.3936207,5.766697,2.2247417,2.027796,1.6718622,75.13433,69.39562,1959.91,1.3061965,14.68385,30.552944,4.0748963,1.1221793,27.454435,-6.1106873,29.35509,36.786522,34.76312,1.2126108,703.17126,521.9667,594.5285
[*]Nc1ccc(-c2ccc(C(=O)c3ccc(-c4ccc(-c5ccc(N[*])cc5)s4)cc3C)c(C)c2)cc1,3.2551405,2.770994,3.376305,5.5953536,2.2298214,1.9701966,1.6350063,76.8112,63.526108,2276.6252,0.7610915,7.1947346,19.499495,1.7785501,0.6071526,16.87492,-6.10771,33.389782,44.916496,39.112343,1.233145,744.9375,502.30774,631.3809
[*]C(=O)NNC(=O)c1c(-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(-c4cc(-c5ccc6c(c5)C(=O)N(c5ccc(F)cc5)C6=O)ccc4[*])cc3)cc2)ccc2ccccc12,3.4484174,3.1707644,3.4134414,5.7946653,2.4267106,1.960935,1.650435,83.338394,67.192696,2097.383,0.59836745,9.856518,23.346657,2.314445,0.6183531,21.792196,-6.1199017,33.09462,38.272587,35.653694,1.2135203,716.0317,547.54724,632.7144
[*]OS(=O)(=O)c1ccc(-c2ccc([Si](C)(C)c3ccc(CCc4ccc([Si](C)(C)c5ccc(Nc6ccc(C([*])=O)c7ccccc67)cc5)cc4)cc3)cc2)cc1,3.29347,2.916576,3.4469433,5.658063,2.274369,1.9925019,1.6536103,69.122536,76.777405,2339.621,1.2840784,17.896074,32.222992,4.668254,1.1194994,29.390053,-6.156923,28.93756,33.929478,32.56386,1.2444726,710.10016,505.7873,608.666
[*]C1=C(c2ccc(-c3ccccc3)cc2)C(=O)N(C(C)(C)N2C(=O)C([*])=C(c3ccc(-c4cccc(-c5ccccc5)c4)cc3)C2=O)C1=O,3.4890616,3.097428,3.418891,5.830276,2.443032,2.0512614,1.6757326,88.345795,79.65816,2146.1396,1.3411486,19.958616,33.181694,4.201941,1.0482154,29.247702,-6.159978,32.601944,36.77144,34.152775,1.1855782,745.3562,523.83545,639.0341
[*]c1ccc2c(c1)C(=O)N(C1(Nc3ccc(-c4ccc(S([*])(=O)=O)cc4)cc3C)CCC3CCCCC3C1)C2=O,3.6327796,3.3180625,3.4023025,5.961132,2.2522583,1.9137958,1.6276038,83.521225,70.018585,1778.4719,0.44157624,10.996261,25.059784,2.476431,0.51438355,24.693403,-6.1018443,29.66217,33.270237,32.848347,1.1924995,721.0549,532.2867,636.49805
[*]Nc1ccc(-c2ccc(O[*])cc2-c2ccc(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)c2)cc1,3.185986,2.8879862,3.3492274,5.541623,2.1838512,2.0148792,1.671676,93.43422,74.15026,2253.5227,0.9920882,12.969077,29.369806,3.1798482,1.0091119,26.741474,-6.0592422,30.270472,36.69989,36.620075,1.2661176,717.26587,508.9536,576.3582
[*]N1C(=O)CC(c2ccc(C=Nc3ccc(N4C(=O)CC(c5ccc(-c6ccccc6[Si]([*])(c6ccccc6)c6ccccc6)cc5-c5ccccc5)C4=O)cc3)cc2)C1=O,3.440887,3.1324122,3.4148614,5.8041143,2.43427,2.0079792,1.6633385,86.90008,75.57109,2332.3896,0.7242496,11.14237,25.284042,2.8578916,0.5982897,22.059593,-6.148614,31.682566,35.68388,34.857334,1.2394187,685.0215,512.37665,603.8617
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc(-c5ccc(N=Cc6ccc(-c7ccc(N=Cc8ccc([*])cc8)cc7)cc6)cc5)c(C)c4)cc3C2=O)cc1C,3.1485403,2.8291922,3.2592988,5.651389,2.3883204,1.9366512,1.6166744,92.411446,71.06785,1822.7002,0.6198678,7.612464,19.833733,1.9935846,0.51270044,17.029352,-6.1241918,30.123987,36.16974,33.600124,1.2269045,739.88403,492.80905,576.45056
[*]Oc1ccc(C)c(N2C(=O)c3ccc(-c4nc([*])nc(-c5ccc(C)c(OC)c5)n4)cc3C2=O)c1,3.5623472,3.1490443,3.3558118,5.8082037,2.0874429,1.959838,1.6491024,98.58381,71.663864,2224.5967,0.7432811,9.837632,26.583008,3.004426,0.71260667,24.105331,-5.986052,30.851395,43.27743,39.339912,1.2826668,781.05994,521.84015,607.1284
[*]c1ccc(C=NCCCCN=Cc2ccc(-c3c(C)cc(Oc4ccc(-c5ccc6c(c5)C(=O)N(c5ccc([*])cc5)C6=O)cc4)cc3C)cc2)cc1,3.4040453,3.1376321,3.3561516,5.7203374,2.1595047,1.9094639,1.613252,94.79767,75.389946,2062.872,0.8833401,16.766537,33.937096,4.6291986,0.932956,28.854033,-6.1156564,31.342396,36.72582,35.18657,1.2328386,743.4327,502.79755,594.56793
[*]c1cccc(-c2ccc(C=Nc3ccc(-c4c(C)cc(N5C(=O)c6ccc(-c7c(C)cc(-c8ccc9c(c8)C(=O)N([*])C9=O)cc7C)cc6C5=O)cc4C)cc3)cc2)c1C,3.512204,3.151788,3.301084,5.971776,2.3255298,1.9025983,1.6054538,90.52819,68.45256,1810.3165,0.8344314,17.433517,41.425983,4.4417357,0.83907294,32.316036,-6.076203,30.009274,36.072315,35.520588,1.2587122,764.2315,553.8853,632.2179
[*]c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(C([*])(C(F)(F)F)C(F)(F)F)c(-c4ccc5c(c4)C(=O)N(c4ccc(N=Nc6ccc([N+](=O)[O-])cc6)c(C)c4)C5=O)c2)C3=O)cc1,2.8317354,2.5970726,3.126735,5.5690556,2.4762776,1.8758173,1.5972735,101.27631,68.64702,2082.974,0.3723427,9.948105,28.873346,2.5157723,0.49098873,27.702074,-6.000999,34.335346,42.491787,39.594,1.2793783,746.18176,540.822,613.7681
[*]c1cc(C=NC(=S)Nc2nc3cc(-c4ccc(P(=O)(c5ccccc5)c5ccc(-n6c(=O)c7cc8c(=O)n([*])c(=O)c8cc7c6=O)cc5)cc4)ccc3nc2-c2ccc(P(=O)(c3ccccc3)c3ccc(-c4ccc([N+](=O)[O-])cc4)cc3)cc2)ccc1Cl,3.0481353,2.7327795,3.2565823,5.634267,2.5287774,2.026325,1.6748466,88.838806,74.3122,2336.1929,1.2885618,22.54282,35.493145,5.007533,1.1335707,30.188286,-6.030185,34.189423,42.530376,39.97503,1.2542393,768.65015,527.74506,615.66406
[*]C1(c2ccc(CCc3ccc([Si](C)(C)c4ccc(-c5ccc(-c6ccc(S(=O)(=O)Oc7ccc(-c8ccc(C9([*])OC(=O)c%10ccccc%109)cc8)c8ccccc78)cc6)cc5)cc4)cc3)cc2)OC(=O)c2ccccc21,3.606537,3.3032787,3.471934,5.8200746,2.1291304,1.9984273,1.6627731,79.85437,75.577774,2191.9668,0.9639857,19.195892,37.222702,5.1922975,0.984921,33.75415,-6.0778418,30.762878,40.893192,37.694565,1.2654799,744.8655,537.0301,644.1255
[*]c1ccc2c(c1)C(=O)N(c1ccc(N=Cc3ccc(-c4ccc(C5CC(=O)N([*])C5=O)c(-c5ccc(N=Cc6ccc(-c7ccccc7)cc6)cc5)c4)cc3)cc1)C2=O,3.1615927,2.7906883,3.2061684,5.7394547,2.4774878,1.9421406,1.6322592,91.50398,67.7405,1840.5096,0.5533223,9.593773,21.806416,2.7173047,0.5261831,17.838465,-6.0999804,30.863203,37.008526,34.280445,1.2164193,669.081,507.9624,576.671
[*]c1cccc(-c2cccc(-c3cc(C)c(-c4ccc(-c5ccc6c(c5)C(=O)N(c5cccc([*])c5C)C6=O)cc4)cc3C)c2)c1C,3.5842085,3.267829,3.3913107,5.9595547,2.2829378,1.9953002,1.6462651,85.054115,63.090622,1764.7488,0.61157525,9.180545,25.840181,2.1517787,0.60145295,21.348846,-6.072675,31.191788,37.9114,36.9819,1.2677811,756.4247,561.3728,633.7146
[*]c1ccc(Oc2cc(C)c(Nc3ccc(S(=O)(=O)c4ccc5cc(S(=O)(=O)c6ccc(-c7cc(C)c([*])c(C)c7)cc6)ccc5c4)cc3)c(C)c2)s1,3.6892288,3.2904344,3.5096571,5.8638253,2.2082973,1.9798692,1.64587,81.10144,66.62432,1946.5482,1.0939913,14.348141,29.927912,3.9094763,1.0382662,29.21747,-6.104792,29.50798,35.57789,34.35062,1.224209,682.2344,537.38617,588.233
[*]C(=O)c1ccc(-c2cccc(-c3ccc(C4(c5ccc(C6CCC(N7C(=O)c8ccc([*])cc8C7=O)C(C)C6)cc5)c5ccccc5-c5ccccc54)cc3)c2)cc1C,3.1682105,2.7439127,3.1498184,5.759913,2.415028,1.886544,1.6030123,101.104546,72.873634,2222.938,0.44666457,9.210627,23.237415,2.2435224,0.45836926,21.036495,-6.1144495,31.4375,41.910458,36.243645,1.2322212,752.11584,547.12384,644.49036
[*]c1ccc(P(=O)(c2ccccc2)c2ccc(-c3ccc(P(=O)(c4ccccc4)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc([*])c(C)c7)c(C)c5)C6=O)cc4)cc3)cc2)cc1,3.7172205,3.4282851,3.5262403,5.9049573,2.1946304,1.9270633,1.6188571,78.267525,60.8253,1811.658,0.4687662,8.319812,20.962414,2.351838,0.43846917,18.43441,-6.0924616,33.502045,42.611374,39.72222,1.2601737,787.62476,514.21173,622.8394
[*]Nc1ccc(N2C(=O)c3ccc(Oc4c(C)cc(-c5ccc6c(c5)C(=O)N(c5ccc([*])o5)C6=O)cc4C)cc3C2=O)cc1,2.9558344,2.5458102,3.0727637,5.6715446,2.3979065,1.867814,1.5851411,98.87898,75.68495,2130.1387,0.65457225,13.979557,33.384315,3.584447,0.66530824,28.268816,-6.0842247,33.441727,43.16599,38.006367,1.2393636,743.65295,529.38257,622.968
[*]c1ccc(OCCCCCCCCC)c(-c2ccc3c(c2)C(=O)N(c2ccc(-c4nc5ccccc5nc4[*])cc2)C3=O)c1,3.2422996,2.7956436,3.265603,5.6908026,2.3500154,1.9616635,1.6581227,94.01123,79.4151,2227.6582,0.48650074,7.3743477,17.357716,1.8134272,0.4190731,17.733463,-6.115522,27.382685,32.195614,32.030014,1.2340823,707.1634,502.2307,605.0832
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc4c(c2)c2ccccc2n4-c2ccc(-c4cccc5c4C(=O)N([*])C5=O)cc2)C3=O)cc1,2.978925,2.6885686,3.2412467,5.540373,2.2389927,1.8998755,1.6112028,91.89309,65.447845,1882.154,0.38536453,6.86679,19.500523,1.6432946,0.37066984,17.654932,-6.1253843,28.924318,32.94615,32.022583,1.2132984,763.123,560.4984,637.44995
[*]Oc1cccc2ccc(Oc3ccccc3-c3ccc([*])cc3)cc12,3.5024333,3.1257567,3.524847,5.5570607,2.040511,1.9326552,1.6278987,70.03505,64.538704,1979.5339,0.38719308,6.470689,17.13676,1.9524713,0.43354666,17.04001,-6.119201,28.401798,37.66489,33.680275,1.1913784,766.7529,476.6411,598.19476
[*]c1ccc2c(c1)C(=O)N(C(C)(C)c1ccc(NC3C(=O)N(C(C)=O)C(=O)C3[*])cc1)C2=O,3.8226347,3.2542853,3.4188967,6.04573,2.2360647,1.9390115,1.6402196,89.828804,73.361496,2006.3553,0.44280887,8.038125,18.777458,1.70732,0.3791151,16.852444,-6.048949,29.238453,37.669434,35.553818,1.2640336,664.6334,541.34155,600.9711
[*]N1C(=O)c2cccc(-c3ccc(N4C(=O)c5cccc(Oc6ccccc6N6CC(C)N([*])CC6C)c5C4=O)cc3)c2C1=O,3.2689848,2.8294747,3.207746,5.9472384,2.5591965,1.9875423,1.6495737,93.55188,76.868706,1861.367,0.7390778,13.186153,30.532797,3.0457873,0.81518507,28.53528,-6.06333,29.71133,38.39633,37.7739,1.2793564,729.22156,518.8589,581.1567
[*]Oc1nc(NCC)c(N2C(=O)c3cc(Cl)c(O[*])cc3C2=O)[nH]1,3.178184,2.7459028,3.3216465,5.7249603,2.458889,1.9463073,1.6431237,90.44661,79.11613,1868.1829,0.5634539,9.031057,21.822483,2.4021993,0.574944,21.864319,-6.013258,32.903427,42.18934,37.305286,1.2217124,703.41223,508.9571,586.7824
[*]N1C(=O)c2ccc(-c3ccc(-c4c(C)cc(CCCCCC)cc4C)cc3C(C)(CCC#N)c3ccc4c(c3)C(=O)N([*])C4=O)cc2C1=O,3.5685835,3.2049253,3.2491217,6.076965,2.2068357,1.8959849,1.6114486,78.86969,70.4924,1727.2931,0.6269593,14.848668,37.216618,3.393887,0.71845937,31.810398,-6.069807,28.844519,33.713158,34.688416,1.2754585,710.3383,492.80502,571.5189
[*]C(=O)NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3c(-c4ccc5ccccc5c4-c4ccc([*])cc4)ccc4ccccc34)cc2)cc1,3.5511534,3.2604022,3.4577782,5.718057,2.2512887,1.9113754,1.6121923,79.69111,67.15672,2328.3398,0.940529,14.697249,30.356806,3.7327962,0.92776215,28.894558,-6.1612773,31.754362,35.171043,34.229607,1.2080094,704.7234,506.22498,593.1078
[*]c1ccc2c(c1)C(=O)N(C(C)(C)c1cccc(P(=O)(c3ccccc3)c3cccc(-c4ccc(-c5cc([*])ccc5-c5ccc(O)cc5C)cc4)c3)c1)C2=O,3.5968847,3.2842975,3.3904798,5.9339156,2.1977606,2.004437,1.6514869,89.09345,77.032364,2374.5137,0.399351,7.994113,19.444452,2.1214867,0.3982185,18.785353,-6.1113114,31.468563,38.16594,36.483673,1.2250351,758.19257,537.3896,627.5732
[*]Nc1ccc(Nc2ccc(-c3ccc4c(c3)C(=O)N(c3ccc5c(c3)C(=O)N(c3ccc([*])o3)C5=O)C4=O)nc2)cc1,2.8859265,2.5661387,3.1936386,5.4878063,2.3315408,2.0168302,1.6722447,98.23749,76.39517,2177.3188,0.46244657,12.030638,26.405823,2.7406583,0.44864023,23.323565,-6.131043,32.55176,35.741226,33.33927,1.2207247,714.2064,507.34122,610.7727
[*]SC(=O)N1C(=O)c2ccc(-c3ccc(-c4ccc(C5(C)CC(C)(C)c6ccc(SSC(=O)N7C(=O)c8ccc([*])cc8C7=O)cc65)cc4)cc3)cc2C1=O,3.0214634,2.712957,3.1101615,5.778606,2.5029953,2.0206265,1.6739402,89.510414,76.55888,1916.409,0.6899996,15.711239,36.218086,3.750718,0.73827755,30.5009,-6.0751934,31.018667,44.69167,37.021946,1.2214332,727.79266,523.8304,612.98315
[*]c1ccc(-c2ccccc2N2Cc3ccc(-c4ccc5c(c4)CN(c4ccc6c(c4)C(=O)N([*])C6=O)C5)cc3C2)cc1,2.9441888,2.5361996,3.1272056,5.6651464,2.4687927,1.8684275,1.5954105,95.40613,73.55352,1983.9111,0.5604583,8.580933,20.918587,2.1812196,0.61964464,20.266666,-6.0713196,30.70683,36.57271,34.777847,1.2318795,701.0155,551.4047,619.4974
[*]c1ccc(C=NCCCCN=Cc2ccc(-c3cc(C)c(-c4cccc(-c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)c4)c(C)c3)cc2)cc1,3.4130855,3.0072954,3.299402,5.8852315,2.4051006,1.9328566,1.6233974,97.86307,74.87469,2011.7244,0.9377878,14.67399,32.580093,3.9506912,0.8630078,28.722391,-6.116767,32.226124,38.632313,36.173103,1.2101145,731.76355,500.07788,600.92737
[*]C(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(N5C(=O)c6cccc(-c7cccc8c7C(=O)N([*])C8=O)c6C5=O)cc4)cc3)cc2)cc1,3.3665485,3.0217497,3.3967834,5.7959414,2.40706,1.9311844,1.6251894,78.0846,63.1586,2256.9307,1.1099768,17.04756,35.37977,4.5574203,1.0411372,30.817451,-6.1367455,31.241938,34.192142,34.69927,1.2633077,728.9209,534.2045,612.02386
[*]C(=O)c1cccc2ccc(-c3ccc4cccc(NC5(C)CC5C([*])=O)c4c3)cc12,3.4820106,3.0341797,3.3272243,6.0853686,2.523308,2.0305781,1.667942,83.762726,72.979126,2101.6829,0.91270185,7.3504877,18.13412,1.8921661,0.780687,18.551922,-6.128153,29.168667,38.3381,35.039097,1.1971478,697.49225,485.83163,575.236
[*]C(=O)c1ccc(Cn2c3cc([*])ccc3c3ccc(C4CC(=O)N(CC(CC)CCCC)C4=O)cc32)cc1,3.2819881,2.7361362,3.2877402,5.676376,2.1780608,1.9386524,1.6347244,77.40052,70.266716,1714.1847,0.54300475,7.5890856,16.599491,2.1902409,0.4757595,15.628981,-6.0991282,28.186333,34.745293,32.636288,1.2178047,673.84045,480.357,624.7196
[*]N1C(=O)c2ccc(-c3ccc(Nc4ccc(N=Nc5ccc(-c6ccc7c(c6)c6ccccc6n7-c6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)c(C)c3)cc2C1=O,2.8780363,2.6494677,3.0958548,5.584001,2.4102821,1.9407947,1.6332031,91.91276,73.71796,1869.3813,0.6556171,10.52507,24.209023,2.5423677,0.5599935,21.002453,-6.1473994,30.71343,34.820896,33.812958,1.2138065,769.73016,555.00104,630.45935
[*]c1ccc2c(c1)C(=O)N(c1scc(Cc3ccc(C4([*])OC(=O)c5ccccc54)cc3)c1Cc1cc(C)on1)C2=O,3.5649889,3.3069909,3.3884492,5.8591046,1.9782432,1.9170696,1.6131613,79.37692,64.185265,1851.9109,1.1077704,16.818512,36.24836,4.5765767,1.0650437,32.825813,-6.094768,29.940084,34.189137,33.946785,1.2274848,730.4037,523.603,611.98206
[*]N1C(=O)c2ccc(-c3cc(C)c(Nc4ccc(N=Cc5ccc(-c6cc(C)c(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C)cc5)cc4)c(C)c3)cc2C1=O,3.1755207,2.7854486,3.1948097,5.7751417,2.3967044,1.8785377,1.5921196,98.22104,70.26303,1982.0255,0.90292704,19.030396,40.30386,4.8432436,0.97746325,32.67627,-6.07285,30.576,38.67851,37.247654,1.2736034,714.39703,564.4601,618.02515
[*]Oc1cc(-c2ccc3c(c2)C(=O)N(c2cc(C)c(C)c(-c4cccc(-c5nnc([*])o5)c4)c2)C3=O)cc(C)c1C,3.2246282,2.8644314,3.1902938,5.7651443,2.2941093,1.939721,1.6217432,86.96311,58.804737,1821.4242,0.6955358,12.797175,32.28632,3.0518265,0.70083857,29.171812,-6.0643334,30.360989,36.789375,35.35665,1.2166632,711.4782,497.36072,595.02563
[*]c1nc2cc(COc3ccc(-c4ccccc4)cc3)ccc2nc1-c1ccc2c(c1)C(=O)N([*])C2=O,3.317266,2.8928936,3.2444978,5.845385,2.4553862,1.9189916,1.6230677,89.80205,61.796906,2253.5657,0.8884636,15.711765,26.715755,3.636385,0.89727795,23.057474,-6.042853,32.202705,41.28641,38.046654,1.2665595,730.7677,504.38773,612.6079
[*]Nc1ccc(-c2cc(-c3ccc(Nc4ccncc4)cc3)cc(-c3ccc(C(=O)N([*])CC)cc3)c2)cc1,3.3498225,3.0056365,3.5204208,5.4935055,2.009894,1.9444747,1.6321901,67.059006,69.42127,1809.6879,0.8561778,15.527634,30.692337,4.0499763,0.8130356,29.192978,-6.0658135,32.35506,42.836838,37.7368,1.2409858,679.2277,489.02502,615.97577
[*]Oc1nc(-c2ccc(N3CCOCC3)cc2)nc(-c2ccc(C3(c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(S([*])(=O)=O)cc5)C6=O)cc4)c4ccccc4-c4ccccc43)cc2)n1,3.1623569,2.8773057,3.2443242,5.630272,2.2406597,1.8803444,1.6101214,93.166664,76.93079,2158.5393,0.6192777,14.007979,31.688232,3.2473211,0.6515367,28.891842,-6.091497,31.436443,36.1171,34.502483,1.2137215,785.60754,546.84875,643.87823
[*]C(=O)N1C(=O)c2ccc(-c3cccc4c3C(=O)c3cccc(-c5c(-c6cccc7c6C(=O)c6cccc(N8CCC([*])CC8)c6C7=O)ccc6ccccc56)c3C4=O)cc2C1=O,3.144197,2.8782568,3.201549,5.8506317,2.5407083,1.98305,1.6502396,84.28492,69.75735,1812.6609,0.611609,10.198397,26.451275,2.4142168,0.8078184,25.45786,-6.130486,30.088158,36.198452,34.042225,1.1904233,735.5634,519.61566,587.2098
[*]c1nnc(Oc2cccc(-c3cccc(-c4ccc(-c5nnc([*])o5)cc4)c3C#N)c2)o1,3.7441306,3.387552,3.3949025,6.0141373,2.179141,2.0649388,1.6808453,93.9054,67.231735,1986.064,0.57490325,7.9236155,18.973356,2.0697398,0.6153219,18.654388,-6.011255,30.775602,42.001614,38.79098,1.2371314,713.7838,514.8042,599.2271
[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(c1ccc(P(=O)(c4ccccc4)c4ccc(-c5ccc(P(=O)(c6ccccc6)c6ccc(Nc7nnc([*])s7)cc6)cc5)cc4)cc1)C3=O)C2=O,2.8726082,2.5263948,3.1079214,5.6221666,2.4957159,1.9887383,1.6631997,86.965576,63.55467,2312.4597,0.458364,8.283051,19.53883,2.2434485,0.46127748,17.259235,-6.079325,35.483635,44.534103,39.799614,1.250695,753.01263,531.1564,646.6731
[*]c1nc(-c2ccc3c(c2)C(=O)N([*])C3=O)nc(-c2c(-c3c(Oc4ccccc4)ccc4ccccc34)ccc3ccccc23)n1,3.4323626,3.2133057,3.408989,5.8449683,2.370606,1.9614599,1.6405227,89.896576,67.23033,2305.1248,0.9472753,12.69372,31.242481,3.2892313,1.0066218,26.07236,-6.091688,30.372993,34.72319,32.241314,1.1844572,741.14294,509.52786,600.1223
[*]c1cnc(-c2ccc(C3COC4C([*])COC34)c(-c3ccc(-c4ccc5c(c4)C(=O)N(C(F)(F)F)C5=O)cc3)c2)o1,3.3605788,2.9047322,3.2193449,5.9624023,2.4114177,1.8679473,1.5989509,86.75903,69.83286,1899.7625,0.81211615,16.949585,31.98883,4.093171,0.90007067,31.795998,-6.0901613,32.344196,38.357857,35.15943,1.2033248,691.2976,540.68256,625.24335
[*]Nc1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6cc(-c7ccc8c(c7)C(=O)N([*])C8=O)ccc6N=Nc6ccc([N+](=O)[O-])cc6)cc5C4=O)c(C)c3)cc2C)cc1,3.0550158,2.77948,3.1059823,5.82994,2.568231,1.9486812,1.6328973,100.18235,75.17335,1837.4653,0.47288573,8.937792,20.963781,2.0465038,0.42805195,17.323637,-6.0943985,29.650454,34.191296,33.848255,1.2353481,755.0605,534.3015,607.2482
[*]N1C(=O)c2ccc(-c3ccc(C=Nc4ccc(-c5ccc6nc(-c7ccc(C=Nc8ccc(-c9cnc%10cc(-c%11ccc%12c(c%11)C(=O)N([*])C%12=O)ccc%10n9)cc8)cc7)cnc6c5)cc4)cc3)cc2C1=O,3.049154,2.7640543,3.1441379,5.670261,2.401728,2.0129075,1.6676415,97.92987,76.87579,2131.7917,1.219589,13.366198,27.363619,3.7573729,1.0463657,21.644163,-6.1568875,29.053843,32.384846,32.286327,1.2048367,757.0814,518.8202,606.3614
[*]CCCc1ccc(-c2nnc(CCC[*])o2)c(-c2ccc(N3C(=O)c4ccccc4C3=O)c(N3C(=O)c4ccccc4C3=O)c2)c1,3.3028014,2.8494499,3.0903494,6.008578,2.4999785,1.8703183,1.5992478,92.53307,78.588524,1859.0602,0.7535963,12.697351,31.970448,2.8697886,0.73391676,30.385523,-6.0982513,33.174107,41.164444,36.55332,1.2075318,759.2414,540.8286,630.13855
[*]c1ccc(-c2ccc(C(=O)c3ccc(-n4c5ccccc5c5cc(-c6cccc7c6C(=O)N([*])C7=O)ccc54)cc3)cc2)cc1,3.316497,2.918298,3.3453798,5.735018,2.3403826,1.9874822,1.646692,91.10809,71.267494,2024.4811,0.6458117,8.831553,21.34276,2.2898288,0.53073466,18.44884,-6.132294,30.685347,38.107456,35.25059,1.211856,773.81384,557.2199,645.2573
[*]Nc1ccc(-c2cc(C)c(-c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C=Nc6ccc(CC([*])=O)cc6)cc4)C5=O)cc3C)cc2C)cc1,3.1176412,2.718503,3.2499137,5.6678743,2.3131032,1.930871,1.617834,87.53529,73.10565,1815.9667,0.49198377,9.917202,23.067215,2.3305843,0.48452234,20.635815,-6.1789103,29.597836,34.43665,32.067066,1.1912285,720.2864,549.35297,636.624
[*]Oc1ccc(N(C)c2ccccc2)cc1-c1ccc2c(c1)C(=O)N(c1ccc(N=Cc3ccc([*])cc3)cc1)C2=O,3.2755032,2.8877394,3.413351,5.5891237,2.2614207,1.9325533,1.6291891,97.05494,74.98209,2195.3816,0.5394976,10.33248,22.182804,2.6041481,0.5272205,20.366117,-6.064319,32.223534,42.386158,37.47787,1.2606283,727.9516,480.90918,598.4035
